x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y
0.410713388,0,0.121428628,0.408928529,0.462500761,0.871427525,0.823215163,1,0.864284561,0.687499724,0.53571438,0.489286877,0.317859263,0.303570688,0.532142898,1
0.043172984,0,0.590360296,0.869480007,0.800201772,0.884539404,0.905623812,0.751006906,0.87349668,0.591364465,0.419679824,0.674699492,1,0.976911948,0.437750162,1
0.054118139,0,0.168234973,0.278822527,0.509411254,0.557646945,0.683528674,0.681175979,0.679998449,0.781175222,0.819999187,0.879999773,0.956469699,0.965881426,1,1
0.210775763,0,0.077286629,0.278687724,0.402811068,0.32552555,0.30679397,0.379392156,0.587823142,0.681498793,0.777515891,0.768148992,0.911005025,0.89695634,1,0
0,0.255474575,0.390510598,0.609489402,0.711678675,0.748175838,0.802919495,0.945254951,0.941605931,0.901459747,0.605838989,0.72627754,0.164233754,0.645985173,1,1
0,0.146155759,0.594874757,0.62307703,0.605128023,0.679489298,0.815385613,1,0.905129104,0.853845786,0.858974735,0.853845786,0.961538283,0.951281929,0.753849029,0
0.060534589,0.047729892,0,0.044236589,0.155995841,0.175784696,0.237484372,0.370198544,0.427239831,0.421419781,0.474971191,0.415599731,0.401629947,0.606519298,1,0
0.522353525,0.162354448,0.032935963,0.484711051,1,0.748239145,0.717647783,0.517652784,0.211762239,0,0.042354756,0.188241223,0.164708666,0.715289719,0.788243531,1
0.122476811,0,0.340510745,0.285329036,0.532973913,0.621802349,0.69851959,0.71197916,0.667563568,0.61641984,0.749662769,0.866757071,1,0.861372913,0.804844478,1
0,0.319595952,0.498279195,0.479378767,0.388314445,0.362538377,0.620268734,0.529211993,0.713055756,0.874566956,0.912373498,0.793816094,1,0.922683167,0.694161013,1
1,0.444756859,0.052434264,0.097377715,0.673221664,0.583333333,0.758428058,0.809925078,0.222847052,0.443821043,0.501873061,0.035581006,0,0.303371509,0.297752327,1
0.050139272,0.164346256,0,0.362117897,0.615600902,0.682450478,0.629526951,0.565460435,0.84401248,0.637882103,0.774372677,0.596101566,0.8217265,0.8217265,1,1
0,0.276679717,0.271410656,0.237154626,0.636363451,0.741764034,0.714096368,0.749670684,0.78524398,1,0.907772068,0.664031117,0.79578312,0.621869456,0.727274118,1
0,0.337508106,0.197127369,0.244915159,0.068688107,0.158301158,0.077646949,0.02640861,0.053536882,0.342904208,0.562940383,0.047508681,0.038459539,0.683509874,1,0
0,0.387756403,0.477552981,0.432654692,0.458503773,0.440816665,0.684355191,1,0.829933042,0.318367945,0.468028908,0.137415878,0.676194281,0.66938697,0.817687958,1
0.616437771,0.399677297,0.850925573,0.906525321,0.92103064,0.691378364,0.838032514,0.446414008,0.623692316,0.8444803,0.917804862,0.957293312,1,0.425463415,0,1
0.118181922,0.268177746,1,0.477270225,0.449997912,0.322730914,0,0.045451957,0.07272427,0.349993736,0.404544057,0.254541589,0.304543677,0.686361755,0.759089822,0
0.059177805,0.15326383,0,0.160849264,0.044004399,0.195751142,0.324736508,0.389983929,0.473444003,0.188163171,0.248863136,0.623671122,0.981787347,0.889223482,1,0
0,0.124525478,0.332078787,0.377360525,0.28679426,0.615097322,0.569812794,0.709438383,0.87548196,0.79999907,1,0.739626518,0.864153855,0.894341061,0.818873047,1
1,0.980066972,0.671097231,0.519934416,0.416944965,0.232558817,0.358804566,0.28903706,0.441860643,0.509968075,0.403655354,0.254154001,0.368771948,0.24086439,0,1
0,0.089040753,0.438355438,0.664382928,0.698628408,0.72603038,0.705479624,1,0.979450207,0.958903304,0.993154566,0.445205691,0.363011336,0.479452134,0.465756447,0
1,0.668315925,0.460396086,0.757424967,0.990098786,0.257425911,0.316831309,0.475246964,0.178218084,0,0.08415749,0.158415655,0.153465992,0.554454791,0.504950607,1
1,1,1,0.647058824,0.647058824,0.647058824,0.470588235,0.470588235,0.352941176,0.294117647,0.235294118,0.20000009,0.176470588,0.117647059,0,0
0.230995169,0.226525526,0.253352232,0,0.099851939,0.086435425,0.216095518,0.540978466,0.712371237,0.591656752,0.834572653,0.962738228,1,0.868849184,0.892694442,1
0.124199818,0,0.009542471,0.487259946,0.248409064,0.168780581,0.194263833,0.114641635,0.531845422,0.968160863,0.789809528,0.949047639,1,0.805734596,0.624199818,1
0,0.149269746,0.148146279,0.278339511,0.298543231,0.551063555,0.531987042,0.62401977,0.732882077,0.856340113,0.869808637,0.86307344,0.912457403,1,0.291808035,0
0.14548409,0,0.059724073,0.255742793,0.263402894,0.477796847,0.615620835,0.586522556,0.520673202,0.598774335,0.802450112,0.901993684,0.794791837,0.900459472,1,1
0.253335295,0,0.099999484,0.259998141,0.26666615,0.526666873,0.833330752,0.546665737,0.680000103,0.206669558,0.659998658,1,0.686665531,0.65333323,0.666669248,1
0.256966203,0.043343284,0.151702179,0,0.507739921,0.216710931,0.058821754,0.046434039,0.164083035,0.157890549,0.448916795,0.86686979,0.931890889,1,0.897836334,0
0,0.666652613,0.78787751,0.909081327,0.161616332,0.181807833,0.242416066,0.343428381,0.575746588,0.33332209,0.696967269,0.434330189,0.606048596,0.505044713,1,1
0.424116116,0,0.155922911,0.091475035,0.652803703,0.873184263,1,0.719333223,0.438666445,0.698544478,0.706858021,0.754678811,0.948025696,0.665277276,0.885654577,1
0.306532526,0.185929612,0.045226213,0,0.005025241,0.015075244,0.653266503,0.723618442,0.592965046,0.668341747,0.924623299,1,0.949749025,0.874371845,0.959799029,0
0,0.342405669,0.302291882,0.392551522,0.342405669,0.262174754,0.489971832,0.67764844,0.633238697,0.564469978,0.840973869,0.816617121,1,0.987104334,0.872493515,0
0.124859458,0,0.383656438,0.433599683,0.438138266,0.500567547,0.430193504,0.542567823,0.59478036,0.60840149,0.846765878,0.850172954,1,0.821794704,0.231555617,1
0.894839453,1,0.372311916,0.405178593,0.362452588,0.645079359,0.539913752,0.317982734,0.573033405,0.410735638,0.539917125,0.394172439,0.37429525,0.069558354,0,1
1,0.979381464,0.731958781,0.494845366,0.350515611,0.556700975,0.608247562,0.463917561,0.422680488,0.237113415,0.154639269,0,0.298969024,0.226804147,0.329896829,0
0.064516722,0,0.219354812,0.251614194,0.329032899,0.39354826,0.335483551,0.380644915,0.509676318,0.541935019,0.793548532,0.85161188,1,0.954837274,0.980643963,1
0.391835659,0.297958083,0.134692277,0.27754942,0.595917917,0.481633428,0.412246074,0.485714111,0.257141631,0,0.191835834,0.236733843,0.269388931,0.216326931,1,1
0.386534899,0.044890159,0,0.206982049,0.483790422,0.710720625,0.673315403,0.6408943,0.566079964,0.561093898,0.376558875,0.563590823,1,0.668327391,0.730668779,1
0.279191973,0.167517905,0.289345604,0.203047677,0.18274495,0.401015136,0,0.197969727,0.314726281,0.35025832,0.385794895,0.817252782,1,0.923857972,0.969541374,1
0.260282083,0.511416259,0.315073462,0.812787465,0.986295784,1,0.981735554,0.547951033,0.10959452,0.484023511,0.082203732,0,0.214613125,0.406391772,0.570781591,0
0,0.076081753,0.04348337,0.146740597,0.445649052,0.668462697,0.510867578,0.152180914,0.565218527,0.853263755,1,0.826083929,0.304340068,0.41847793,0.989119365,1
0,0.056910539,0.300813115,0.317067924,0.268286661,0.284552693,0.186992037,0.13008711,0.138214515,0.284552693,0.333332086,0.593493213,0.723572841,0.94308572,1,1
0.186379567,0,0.258960542,0.482975555,0.672940215,0.651432576,0.658602033,0.808244254,0.769712169,0.882617776,0.822580244,0.939965391,0.981183008,1,0.922938754,0
0.537143841,0.351425816,0.362856867,0.511429872,1,0.79142459,0.428570081,0.428570081,0.254281928,0,0.402854933,0.305709866,0.35714252,0.780001792,0.828568431,0
1,0.873835374,0.841260996,0.741985613,0.620992807,0.327818132,0.251808906,0.145811213,0.31954533,0.343327438,0.196482565,0,0.142190763,0.230094998,0.142190763,1
0.625183055,0.013176635,0.405563542,0.486091144,0.361639193,0.56368986,0.213762859,0.023425501,0,0.188871798,0.944363459,1,0.831624817,0.502195547,0.434845697,1
0,0.132304588,0.090766386,0.596919909,1,0.733836439,0.569225214,0.286150348,0.146148094,0.124619726,0.079998361,0.064615834,0.459995698,0.816920524,0.544618804,1
0.162708599,0.030507493,0,0.02712007,0.074576498,0.277966679,0.522035488,0.586441837,0.532202682,0.630507887,1,0.349152799,0.301694401,0.240673505,0.464405955,0
0.816507518,0.366971545,0.160548973,0.344031869,1,0.587154855,0.68806949,0.577977835,0.513755945,0,0.197247469,0.128439945,0.178893428,0.701834062,0.605503145,1
0,0.1740079,0.577470233,0.478991242,0.361442006,0.39321169,0.577470233,0.564769389,0.583829793,0.961877785,1,0.641011007,0.650541912,0.882450764,0.815740051,0
0.457981958,0.466381683,0.495799213,0.226890585,0,0.113442519,0.113442519,0.17646912,0.243694658,0.348737452,0.424370113,0.592438583,0.756303492,0.903364328,1,1
1,0.983471559,0.829189367,0.7410321,0.895300343,0.724500869,0.366351162,0.437971619,0.437971619,0.685926137,0.849768323,0.877538894,0.960858977,0.277708502,0,1
0.061945227,0,0.091443916,0.144545596,0.076694571,0.103247936,0.165189376,0.495578227,0.578171021,0.707964747,1,0.935103137,0.825962028,0.666670875,0.988198504,1
0.497297236,0.286486799,0.318918936,0.394594266,0.816216172,0.810810644,0.616215759,0.810810644,1,0.718918729,0.767567451,0.740540841,0.508108292,0.189189356,0,1
0,0.006387932,0.357825774,0.58147029,0.495205954,0.5623003,0.68689966,0.900956084,0.696484036,0.613418621,0.722048152,0.753992767,0.939296064,0.916932108,1,1
0,0.063904944,0.180018365,0.296128841,0.522050902,0.522050902,0.68406802,0.747974436,0.787578506,0.836183199,0.841582985,0.92709296,0.981998016,1,0.927991329,1
0.237849097,0.071731695,0.352053403,0.474751929,0.584238433,0.724871293,0.771118445,0.80321069,0.717319579,0.627655055,0.657857775,0.800377905,1,0,0.13496992,1
0.714699362,0.717575309,0.792506637,0.804035774,1,0.881846506,0.780982108,0.887607618,0.700290821,0.432274671,0.429394115,0.302590887,0.172908255,0.074927871,0,0
0.319148873,0,0.001934647,0.466151056,0.59380972,0.920695706,1,0.907156128,0.938104577,0.785299929,0.570599859,0.837523593,0.566730565,0.346228029,0.495164858,1
0.969389673,1,0.994894116,0.857145371,0.964283788,0.989793908,0.811221932,0.908162205,0.974487609,0.928568712,0.913261277,0.811221932,0.321423766,0,0.00509964,1
0.840400597,0.229200163,0,0.152804709,0.787508252,0.523051126,0.458402626,0.429013389,0.211217456,0.122923237,0.458448629,0.25831568,0.470218585,0.735117343,1,1
1,0.968184518,0.786859113,0.623631245,0.714927938,0.704438283,0.58190176,0.542824208,0.57463969,0.461095004,0.548933568,0.465821112,0.495446446,0.115389022,0,0
0.994680732,1,0.819148958,0.579786986,0.308510422,0.329787493,0.25531876,0,0.382978141,0.180851042,0.101064056,0.202128113,0.143617183,0.457446873,0.111702592,1
0.273973364,0,0.267125241,0.273973364,0.198629658,0.472606609,0.34931707,0.34246536,0.34931707,0.445212321,0.506852607,0.643840185,1,0.958909465,0.958909465,1
0.007699226,0,0.544696234,0.525021668,0.538494823,0.588109372,0.769461152,0.781651212,0.612703559,0.704448151,0.694183387,0.968776922,1,0.698674222,0.622968323,1
0.263015561,0.191784057,0.030135408,0,0.057537811,0.345207753,0.27671608,0.501369915,0.663018565,0.698630904,0.835619711,1,0.731507508,0.583564838,0.586303303,1
0.027112735,0,0.315789271,0.317385118,0.216905723,0.358852785,0.590110876,0.794257515,0.955343203,0.794257515,0.789472537,0.633173108,0.787877972,0.964911876,1,0
1,0.671566587,0.808836436,0.64706158,0.48039221,0.455881796,0.573537548,0.769611845,0.627454691,0.58823911,0.573537548,0.284321517,0.019612295,0,0.254903975,0
0.026406968,0.070968844,0.102822284,0.021125574,0,0.068988274,0.224294335,0.244429813,0.193266289,0.344611211,0.477306365,0.38042579,0.370193161,0.976728777,1,1
0.93203917,1,0.854367407,0.613592166,0.308737641,0.277669564,0.530095727,0.147575722,0.300966695,0.025241831,0.128153854,0.034949623,0,0.355339757,0.699028592,1
